book.delta.v1.0.2.10.1,book.delta.v1.0.2.10.5,book.delta.v1.0.2.2.1,book.delta.v2.0.2.10.5,book.imbalance.0.2.10.1,book.imbalance.0.2.5.1,trade.indicator.v1.0.2.5.1.power,trade.indicator.v1.0.2.5.5.power,trade.indicator.v1.0.2.5.5.sqrt
0.00000031684124,0.00000746815669,0.00000463815818,0.00000521095576,0.00000001203374,0.00000000150366,0.00004041242538,0.00002846198363,0.00006481102517
